147.484238,276.197510,1.041777,-2.411901,185.200089,533.021301,2.089661,-2.502363
148.223373,284.027313,1.134467,2.465352,186.006149,546.904602,2.005823,2.417082
170.064758,392.569885,0.931880,3.068311,199.922134,742.687134,1.927723,3.079723
170.064758,392.569885,0.931880,-1.358567,199.922134,742.687134,1.927723,-1.320495
171.758011,390.281738,0.999896,3.136851,203.633820,738.029114,1.809947,-3.136234
183.914764,198.083191,1.093542,-1.316640,269.246033,392.066833,1.868653,-1.275262
198.847427,505.232269,1.127883,-2.507987,231.143951,969.060730,2.021493,-2.360205
201.078278,495.982391,1.124346,-2.334306,237.286636,952.738953,2.020247,-2.241422
208.224869,516.318115,1.114202,0.128276,247.176773,990.566589,2.114062,0.170294
213.662201,203.682571,0.953785,-0.332810,320.135437,405.169739,1.638958,-0.246879
213.816711,363.754852,1.036482,1.655004,289.946808,691.205200,1.748387,1.778594
214.742477,192.087738,0.994304,2.846162,325.062988,383.637360,2.297280,2.874033
218.183487,386.714081,0.940232,0.243969,294.041534,729.193176,1.759159,0.405696
220.170334,502.401276,0.891447,0.722867,273.870789,966.644653,1.648235,0.761751
220.170334,502.401276,0.891447,2.682336,273.870789,966.644653,1.648235,2.606376
220.170334,502.401276,0.891447,-1.984702,273.870789,966.644653,1.648235,-1.805974
225.667267,509.503479,1.104306,1.560036,283.450775,980.679993,1.872982,1.714411
240.866318,328.899200,1.029624,-0.281212,348.709442,602.870789,1.982346,-0.147052
241.372177,355.499481,1.084653,1.268243,344.569397,667.650574,2.672356,1.492591
242.014694,428.581146,1.082449,-1.450842,331.873444,824.456421,1.986015,-1.404308
243.120880,358.302643,0.940194,1.196626,347.210663,674.293152,1.995569,1.330552
245.711044,326.614410,1.157212,2.100774,357.681396,598.072876,2.165516,2.181343
246.165909,363.727203,0.907299,-1.713381,352.044006,687.519287,1.930334,-1.527776
262.986115,187.230408,0.996446,1.885437,409.028351,376.852631,1.871051,1.955709
262.986115,187.230408,0.996446,-2.220041,409.028351,376.852631,1.871051,-2.155671
265.093964,329.123718,1.056922,1.546524,393.809631,603.308228,1.975889,1.582846
281.429138,516.158691,1.140498,1.673691,395.572357,996.152344,2.229536,1.693481
282.717255,429.020416,1.008723,-1.940433,411.885498,826.441650,1.925637,-1.839621
284.869843,477.287445,1.078016,1.717108,408.593811,921.203613,2.075321,1.714235
295.712677,429.474121,0.996861,-1.480685,437.309326,827.878662,1.991271,-1.467215
300.244080,429.265900,1.245530,-1.476688,446.036102,827.765320,2.306601,-1.443624
303.862427,429.347687,1.136579,-1.475331,453.549896,828.020142,2.122685,-1.436508
308.775482,188.414886,1.127112,-1.636581,491.590973,380.824097,2.261376,-1.590391
309.659637,185.690720,0.941971,1.953078,494.399750,376.184784,1.964014,2.006924
314.843872,394.050201,1.081710,2.183905,479.663025,748.056641,1.990702,2.235497
318.524292,503.772827,0.984916,1.777567,473.012329,974.717712,1.866681,1.786610
318.524292,503.772827,0.984916,-1.915671,473.012329,974.717712,1.866681,-1.883405
325.874573,473.453369,1.093022,-1.054412,690.772522,357.728790,2.434808,-1.181843
342.556366,547.852295,0.979038,-1.258650,516.185486,1052.079712,2.040358,-1.299421
355.067078,326.680969,1.167292,1.654092,563.682312,600.264954,2.233032,1.657045
357.422638,488.572144,1.125898,0.315326,553.685425,936.815002,2.001744,0.41462
378.135010,465.087494,1.017085,2.063664,596.990601,897.050293,2.138205,2.126526
380.464661,316.061890,1.082510,-2.144146,612.038086,580.525024,2.058335,-2.061063
402.977173,180.388290,1.104072,1.517289,658.167297,370.422516,1.926843,1.481390
420.730194,173.001251,1.026136,-1.128759,690.772522,357.728790,2.434808,-1.181843
467.411530,346.261505,1.032195,-1.381382,703.851746,1091.427612,0.912852,-2.881812
184.443649,330.084503,1.311825,1.361537,242.287964,603.741089,2.364208,1.467397
188.889786,209.287933,1.292522,-0.799091,275.349304,414.959747,2.659091,-0.763864
197.346069,226.716431,1.150930,-0.470400,286.662689,449.926178,2.406724,-0.335305
200.563599,223.790543,1.394925,2.757705,292.948792,443.616180,2.806929,2.882571
203.634811,210.632248,1.331539,-0.825759,301.102905,418.624664,2.657373,-0.671764
203.753342,503.424225,1.318363,-1.835928,240.782806,966.607422,2.387185,-1.689921
212.168381,193.722122,1.186175,2.911030,319.596649,386.596893,2.282980,2.942150
211.839478,514.690796,1.314092,-1.287114,255.422104,987.991638,2.679384,-1.236137
214.105545,510.751740,1.279818,1.855285,260.048340,980.979675,2.649636,1.846007
224.001877,463.800262,1.115727,2.419057,289.423859,888.802124,2.354677,2.495176
234.375000,469.325348,1.124098,2.715311,309.232056,902.192932,2.532282,2.777962
240.077072,189.398834,1.262378,1.945274,369.069366,380.162537,2.487595,2.063083
269.687622,328.317810,1.158464,1.077795,402.867615,601.504761,2.394733,0.941211
281.721436,222.097595,1.132612,-1.636376,438.718872,446.249542,2.364190,-1.551404
298.667786,181.480515,1.245781,-1.320725,473.795105,367.084686,2.402568,-1.267205
298.949188,497.784760,1.209698,-1.754445,436.155426,888.102661,2.466772,-1.763451
299.994629,340.752319,1.414466,-1.997210,457.772949,629.851196,3.225581,-1.935839
302.961182,183.393280,1.316478,-0.245253,481.457428,370.782288,2.651753,-0.152626
313.088013,510.134491,1.297528,-2.878058,461.007629,986.200439,2.797002,-2.821488
320.829132,430.502075,1.174338,-1.795978,486.303925,830.686646,2.235822,-1.802984
340.898499,468.952209,1.280268,1.652518,521.743225,904.842957,2.557177,1.626786
349.921082,462.942047,1.176544,-2.914289,541.077759,891.977539,2.507971,-2.923346
352.983307,422.704285,1.169976,-2.873640,550.921570,817.669250,2.255464,-2.857407
356.206757,484.383331,1.347798,1.243769,550.498169,930.206055,2.660125,1.299765
361.994843,265.143829,1.204478,-1.602734,580.838318,515.642700,1.997858,-1.596488
383.980560,431.124268,1.385362,2.046374,611.204895,833.940125,2.527429,2.008415
383.980560,431.124268,1.385362,-1.512784,611.204895,833.940125,2.527429,-1.424076
387.484589,467.292480,1.261157,1.690395,615.931824,902.453857,2.659776,1.684689
